date,evidence_id,source_id,verdict,decision,reason,note,reviewer
2026-06-22,ev_T4_slope_seja2022_1,seja_2022,,ok,other,"I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.",peetmate
2026-06-22,ev_T4_precip_unger2023_1,unger_2023,,drop,off_scope,this is about a study area not suitability!,peetmate
2026-06-22,ev_T4_landcover_wotlolan2021_1,wotlolan_2021,,ok,confirmed_pass,,peetmate
2026-06-22,ev_tree_canopy_cover_batcheler24_1,batcheler_silvopasture_2024,,drop,off_scope,,peetmate
2026-06-22,ev_tenure_security_castle21_1,castle_sr_2021,,drop,off_scope,Borderline/Reevaluate: Is this part of structural suitability T4? or part of project risk T3 and/or next steps guidance?,peetmate
2026-06-22,ev_tenure_security_castle21_2,castle_sr_2021,,drop,off_scope,,peetmate
2026-06-22,ev_tenure_security_castle21_3,castle_sr_2021,,drop,off_scope,,peetmate
2026-06-22,ev_labour_availability_castle21_1,castle_sr_2021,,drop,other,"This reads like discussion or speculation, ""may still deter"", yes it makes sense and is logical, but is there quantitative or qualitative evidence that was used here? I cannot confidently say yes, so dropping it.",peetmate
2026-06-22,ev_extension_governance_castle21_1,castle_sr_2021,,drop,off_scope,,peetmate
2026-06-22,ev_extension_governance_castle21_2,castle_sr_2021,,drop,off_scope,"Fine, but is this T4 or project enabling environment for the project risk? and/or part of the next steps table?",peetmate
2026-06-22,ev_market_value_chain_castle21_1,castle_sr_2021,,ok,other,is this T4 or T3 risk/enabling factors and next steps?,peetmate
2026-06-22,ev_slope_fesenmyer25_1,fesenmyer_2025,,drop,other,wrong practice not agroforestry,peetmate
2026-06-22,ev_tree_canopy_cover_fesenmyer25_1,fesenmyer_2025,,drop,off_scope,,peetmate
2026-06-22,ev_tenure_security_fesenmyer25_1,fesenmyer_2025,,ok,other,"Agree it is directional claim, but is this for project risk in T3 or for T4 structural suitability?",peetmate
2026-06-22,ev_accessibility_travel_time_fesenmyer25_1,fesenmyer_2025,,drop,other,"reforestation not agroforestry, no evidence this paper should be mapped to agroforestry.",peetmate
2026-06-22,ev_tree_canopy_cover_sprenkle24_1,sprenkle_hyppolite_2024,,ok,confirmed_pass,,peetmate
2026-06-22,ev_tree_canopy_cover_sprenkle24_2,sprenkle_hyppolite_2024,,ok,confirmed_pass,error is very useful to collect we should review how this is handled.,peetmate
2026-06-22,ev_tree_canopy_cover_sprenkle24_4,sprenkle_hyppolite_2024,,ok,confirmed_pass,,peetmate
2026-06-22,ev_tree_canopy_cover_sprenkle24_5,sprenkle_hyppolite_2024,,drop,off_scope,Section is about CO2 removal and not agroforestry sutiability.,peetmate
2026-06-22,ev_soil_ph_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-22,ev_soil_organic_carbon_fsrp22_1,wb_fsrp_2022,,drop,off_scope,this is a generic problem statement not tied to agroforestry at all.,peetmate
2026-06-22,ev_tenure_security_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-22,ev_conflict_fragility_index_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-22,ev_extension_governance_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-22,ev_tenure_security_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-22,ev_aridity_index_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-22,ev_land_cover_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-22,ev_extension_governance_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-22,ev_finance_credit_access_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-22,ev_market_value_chain_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-22,ev_tree_canopy_cover_zomer14_1,zomer_2014,,drop,off_scope,"not related to agroforestry suitability, this is an obvious one and should have been better handled.",peetmate
2026-06-22,ev_tree_canopy_cover_zomer14_2,zomer_2014,,drop,off_scope,Section is just describing biomass distribution and tree cover this is nothing to do with suitability.,peetmate
2026-06-22,ev_tree_canopy_cover_zomer14_3,zomer_2014,,drop,off_scope,Section is just describing biomass distribution and tree cover this is nothing to do with suitability.,peetmate
2026-06-22,ev_land_cover_zomer14_2,zomer_2014,,drop,off_scope,,peetmate
2026-06-22,ev_aridity_index_zomer14_1,zomer_2014,,ok,confirmed_pass,"this is a bit borderline, but I will accept it.",peetmate
2026-06-22,ev_aridity_index_zomer14_2,zomer_2014,,ok,confirmed_pass,"it's a bit borderline, but I will accept it, seems to be duplicate entry from the paper for the same variable though. 
you should make a note to harmonize duplicate entries -> this can happen after evidence extraction.",peetmate
2026-06-22,ev_t4_landcover_ahmad17_1,ahmad_2017,,ok,confirmed_pass,"ok, but not terribly useful",peetmate
2026-06-22,ev_T4_soilph_ahmad2018_1,ahmad_2018,,drop,,,peetmate
2026-06-22,ev_t4_lndcov_ahmad2020_1,ahmad_2020,,drop,off_scope,"seems to be a description of mapped suitability for an area, this is not at all useful for implementing a suitability analysis. BAD MISTAKE LEARN NOT TO DO THIS AGAIN.",peetmate
2026-06-22,ev_t4_arid_ahmad2020_1,ahmad_2020,,ok,confirmed_pass,"this is an interesting paper but it is hard to get any variable relationships out of it it, there is a lot of information hhidden in the figures. If you did not interpret the figures you may need to ask me to procide you sscreengrabs. Inpaeticular Fig8 and Table2.",peetmate
2026-06-22,ev_t4_tcc_ahmad2020_1,ahmad_2020,,drop,off_scope,"tree cover != agroforestry, bad mistake, avoid in future. This is general description of a global trend or study area.",peetmate
2026-06-22,ev_t4_tcc_brandt2015_1,brandt_2015,,ok,confirmed_pass,,peetmate
2026-06-22,ev_t4_lc_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-22,ev_t4_prec_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-22,ev_t4_soc_brandt2015_1,brandt_2015,,drop,wrong_practice,"This talks about CSA, which contains Agroforestry, but is an umbrella for many of practices too, there  is no direct link here to Planted silvoarable in this table it is too generic.",peetmate
2026-06-22,ev_t4_att_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-22,ev_t4_ai_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-22,ev_t4_soil_ph_castle2025_1,castle_2025,,drop,off_scope,,peetmate
2026-06-22,ev_t4_ann_precip_castle2025_1,castle_2025,,drop,off_scope,,peetmate
2026-06-22,ev_t4_finance_castle2025_1,castle_2025,,drop,off_scope,,peetmate
2026-06-22,ev_t4_finance_castle2025_2,castle_2025,,ok,other,"nees to be associated with references 16-19.
IS this T4? or T3 project risk and implementation gudiances for next steps?",peetmate
2026-06-22,ev_t4_market_castle2025_1,castle_2025,,ok,,is this T4 or T3 project risk/enabling environment and/or implementation and next steps?,peetmate
2026-06-22,ev_t4_extension_castle2025_1,castle_2025,,ok,,again is this T4 or T3 project risk/enablers and nextsteps for implementation?,peetmate
2026-06-22,ev_T4_slope_chuma21_1,chuma_2021,,ok,,,"Namita-J,peetmate"
2026-06-22,ev_T4_slope_haris2021_1,haris_2021,,drop,species_envelope,Sengon is a agroforestry species/,peetmate
2026-06-22,ev_T4_annualprecip_haris2021_1,haris_2021,,ok,other,"I think this can be used as a vote count for annual precipitatoin, but the Sengon land units are not a useful variable for VONT and there is useable evidence for classification of a sutiablity variable here,",peetmate
2026-06-22,ev_t4_market_palma2007_01,palma_2007,,ok,other,"This is an interesting finding, perhaps relevant to the next steps module of the toolkit, but the variable itself might need some more scrutiny. Market_value_chain does suggest there is  some way of selling timber from agroforestry so that is a start",peetmate
2026-06-22,ev_t4_finance_palma2007_01,palma_2007,,drop,other,"this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.",peetmate
2026-06-22,ev_T4_slope_seja2022_1,seja_2022,,ok,other,"I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.",peetmate
2026-06-22,ev_T4_temp_seja2022_2,seja_2022,,drop,off_scope,"I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.",peetmate
2026-06-22,ev_T4_tenure_singh24_1,singh_2024,,ok,other,is this T4 or T3 risk/enabling factors and next steps?,peetmate
2026-06-22,ev_T4_market_singh24_1,singh_2024,,ok,other,"T4 or T3/next steps?
must be linked to source [7]",peetmate
2026-06-22,ev_T4_extgov_singh24_1,singh_2024,,ok,other,is this T4 or T3 risk/enabling factors and next steps?,peetmate
2026-06-22,ev_t4_slope_sper24_2,sperandio_2024,,drop,off_scope,general discussion point not clearly linked to agroforestry.,peetmate
2026-06-22,ev_T4_precip_unger2023_1,unger_2023,,drop,off_scope,this is about a study area not suitability!,peetmate
2026-06-22,ev_T4_gov_unger2023_1,unger_2023,,drop,other,"Too high level and hand-wavy, indirect and assumed causation, no qualitative or quantitative evidence presented.",peetmate
2026-06-22,ev_T4_landcover_wotlolan2021_1,wotlolan_2021,,ok,confirmed_pass,,peetmate
2026-06-23,ev_tree_canopy_cover_batcheler24_1,batcheler_silvopasture_2024,,drop,off_scope,,peetmate
2026-06-23,ev_tenure_security_castle21_1,castle_sr_2021,,flag,off_scope,Borderline/Reevaluate: Is this part of structural suitability T4? or part of project risk T3 and/or next steps guidance?,peetmate
2026-06-23,ev_tenure_security_castle21_2,castle_sr_2021,,drop,off_scope,,peetmate
2026-06-23,ev_tenure_security_castle21_3,castle_sr_2021,,drop,off_scope,,peetmate
2026-06-23,ev_labour_availability_castle21_1,castle_sr_2021,,drop,other,"This reads like discussion or speculation, ""may still deter"", yes it makes sense and is logical, but is there quantitative or qualitative evidence that was used here? I cannot confidently say yes, so dropping it.",peetmate
2026-06-23,ev_extension_governance_castle21_1,castle_sr_2021,,drop,off_scope,,peetmate
2026-06-23,ev_extension_governance_castle21_2,castle_sr_2021,,flag,off_scope,"Fine, but is this T4 or project enabling environment for the project risk? and/or part of the next steps table?",peetmate
2026-06-23,ev_finance_credit_access_castle21_1,castle_sr_2021,,flag,other,"this about adoption and socio-economic factors that relate to uptake, this is not T4 structural suitability. You should not be making this mistake - the agents should have been updated to assign this to T3 and/or next steps.

Also there shuold be a""Reason"" that clearly correspond to this issue.",peetmate
2026-06-23,ev_market_value_chain_castle21_1,castle_sr_2021,,flag,other,is this T4 or T3 risk/enabling factors and next steps?,peetmate
2026-06-23,ev_slope_fesenmyer25_1,fesenmyer_2025,,drop,other,wrong practice not agroforestry,peetmate
2026-06-23,ev_tree_canopy_cover_fesenmyer25_1,fesenmyer_2025,,drop,off_scope,,peetmate
2026-06-23,ev_tenure_security_fesenmyer25_1,fesenmyer_2025,,flag,other,"Agree it is directional claim, but is this for project risk in T3 or for T4 structural suitability?",peetmate
2026-06-23,ev_accessibility_travel_time_fesenmyer25_1,fesenmyer_2025,,drop,other,"reforestation not agroforestry, no evidence this paper should be mapped to agroforestry.",peetmate
2026-06-23,ev_tree_canopy_cover_sprenkle24_1,sprenkle_hyppolite_2024,,ok,confirmed_pass,,peetmate
2026-06-23,ev_tree_canopy_cover_sprenkle24_2,sprenkle_hyppolite_2024,,ok,confirmed_pass,error is very useful to collect we should review how this is handled.,peetmate
2026-06-23,ev_tree_canopy_cover_sprenkle24_4,sprenkle_hyppolite_2024,,ok,confirmed_pass,,peetmate
2026-06-23,ev_tree_canopy_cover_sprenkle24_5,sprenkle_hyppolite_2024,,drop,off_scope,Section is about CO2 removal and not agroforestry sutiability.,peetmate
2026-06-23,ev_soil_ph_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-23,ev_soil_organic_carbon_fsrp22_1,wb_fsrp_2022,,drop,off_scope,this is a generic problem statement not tied to agroforestry at all.,peetmate
2026-06-23,ev_tenure_security_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-23,ev_conflict_fragility_index_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-23,ev_extension_governance_fsrp22_1,wb_fsrp_2022,,drop,off_scope,,peetmate
2026-06-23,ev_tenure_security_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-23,ev_annual_precipitation_kcsap16_1,wb_kcsap_2016,,drop,off_scope,"seems like a description of a farming system, project context or site.",peetmate
2026-06-23,ev_annual_precipitation_kcsap16_2,wb_kcsap_2016,,drop,off_scope,"This is a generic context description that is too vague and high-level to be used to inform structural sutiabiltity evidence.

We should not be collect evidence from the description of project context or study site or similar for T4 -> make sure the agents stop doing this. Make sure there is an issue to select for this.",peetmate
2026-06-23,ev_aridity_index_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-23,ev_land_cover_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-23,ev_extension_governance_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-23,ev_finance_credit_access_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-23,ev_market_value_chain_kcsap16_1,wb_kcsap_2016,,drop,off_scope,,peetmate
2026-06-23,ev_tree_canopy_cover_zomer14_1,zomer_2014,,drop,off_scope,"not related to agroforestry suitability, this is an obvious one and should have been better handled.",peetmate
2026-06-23,ev_tree_canopy_cover_zomer14_2,zomer_2014,,drop,off_scope,Section is just describing biomass distribution and tree cover this is nothing to do with suitability.,peetmate
2026-06-23,ev_tree_canopy_cover_zomer14_3,zomer_2014,,drop,off_scope,Section is just describing biomass distribution and tree cover this is nothing to do with suitability.,peetmate
2026-06-23,ev_land_cover_zomer14_2,zomer_2014,,drop,off_scope,,peetmate
2026-06-23,ev_aridity_index_zomer14_1,zomer_2014,,flag,confirmed_pass,"this is a bit borderline, but I will accept it.",peetmate
2026-06-23,ev_aridity_index_zomer14_2,zomer_2014,,flag,confirmed_pass,"it's a bit borderline, but I will accept it, seems to be duplicate entry from the paper for the same variable though. 
you should make a note to harmonize duplicate entries -> this can happen after evidence extraction.",peetmate
2026-06-23,ev_t4_landcover_ahmad17_1,ahmad_2017,,ok,confirmed_pass,"ok, but not terribly useful",peetmate
2026-06-23,ev_T4_soilph_ahmad2018_1,ahmad_2018,,drop,,,peetmate
2026-06-23,ev_t4_lndcov_ahmad2020_1,ahmad_2020,,drop,off_scope,"seems to be a description of mapped suitability for an area, this is not at all useful for implementing a suitability analysis. BAD MISTAKE LEARN NOT TO DO THIS AGAIN.",peetmate
2026-06-23,ev_t4_arid_ahmad2020_1,ahmad_2020,,flag,confirmed_pass,"this is an interesting paper but it is hard to get any variable relationships out of it it, there is a lot of information hhidden in the figures. If you did not interpret the figures you may need to ask me to procide you sscreengrabs. Inpaeticular Fig8 and Table2.",peetmate
2026-06-23,ev_t4_tcc_ahmad2020_1,ahmad_2020,,drop,off_scope,"tree cover != agroforestry, bad mistake, avoid in future. This is general description of a global trend or study area.",peetmate
2026-06-23,ev_t4_tcc_brandt2015_1,brandt_2015,,ok,confirmed_pass,,peetmate
2026-06-23,ev_t4_lc_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-23,ev_t4_prec_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-23,ev_t4_soc_brandt2015_1,brandt_2015,,drop,wrong_practice,"This talks about CSA, which contains Agroforestry, but is an umbrella for many of practices too, there  is no direct link here to Planted silvoarable in this table it is too generic.",peetmate
2026-06-23,ev_t4_att_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-23,ev_t4_ai_brandt2015_1,brandt_2015,,drop,off_scope,,peetmate
2026-06-23,ev_t4_soil_ph_castle2025_1,castle_2025,,drop,off_scope,,peetmate
2026-06-23,ev_t4_ann_precip_castle2025_1,castle_2025,,drop,off_scope,,peetmate
2026-06-23,ev_t4_tenure_castle2025_1,castle_2025,,flag,other,I think this is table 3/next steps not table 4 structural suitability.,peetmate
2026-06-23,ev_t4_finance_castle2025_1,castle_2025,,drop,off_scope,,peetmate
2026-06-23,ev_t4_finance_castle2025_2,castle_2025,,flag,other,"nees to be associated with references 16-19.
IS this T4? or T3 project risk and implementation gudiances for next steps?",peetmate
2026-06-23,ev_t4_market_castle2025_1,castle_2025,,flag,,is this T4 or T3 project risk/enabling environment and/or implementation and next steps?,peetmate
2026-06-23,ev_t4_extension_castle2025_1,castle_2025,,flag,,again is this T4 or T3 project risk/enablers and nextsteps for implementation?,peetmate
2026-06-23,ev_T4_slope_chuma21_1,chuma_2021,,ok,,,"Namita-J,peetmate"
2026-06-23,ev_T4_slope_haris2021_1,haris_2021,,drop,species_envelope,Sengon is a agroforestry species/,peetmate
2026-06-23,ev_T4_annualprecip_haris2021_1,haris_2021,,flag,other,"I think this can be used as a vote count for annual precipitatoin, but the Sengon land units are not a useful variable for VONT and there is useable evidence for classification of a sutiablity variable here,",peetmate
2026-06-23,ev_T4_slope_marinis22_1,marinis_2022,,drop,off_scope,"convoluted pathway, not enough context to understand how LUTs relate to agroforestry if at all.",peetmate
2026-06-23,ev_t4_market_palma2007_01,palma_2007,,flag,other,"This is an interesting finding, perhaps relevant to the next steps module of the toolkit, but the variable itself might need some more scrutiny. Market_value_chain does suggest there is  some way of selling timber from agroforestry so that is a start",peetmate
2026-06-23,ev_t4_finance_palma2007_01,palma_2007,,drop,other,"this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.",peetmate
2026-06-23,ev_T4_slope_seja2022_1,seja_2022,,flag,other,"I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.",peetmate
